Date-Time,AGCO,ALG,CAT,CNHI,DE,SAP
2011-06-30,49.36,23.7,212.92,,164.9,60.65
2011-07-01,50.31,23.62,217.24,,169.08,60.79
2011-07-05,50.07,23.77,216.86,,169.68,60.83
2011-07-06,50.13,23.67,220.16,,169.18,60.46
2011-07-07,51.38,24.33,223.26,,172.88,62.88
2011-07-08,52.88,24.2,220.82,,172.22,61.62
2011-07-11,50.3,23.67,216.32,,166.98,59.34
2011-07-12,49.18,23.51,213.86,,163.3,58.25
2011-07-13,50.12,22.75,217.28,,163.78,58.85
2011-07-14,48.73,21.93,215.16,,162.86,57.36
2011-07-15,48.38,22.14,218.72,,163.38,57.83
2011-07-18,47.15,21.75,215.6,,159.6,57.21
2011-07-19,48.14,22.58,219.28,,161.76,58.53
2011-07-20,47.89,22.13,220.62,,160.96,58.34
2011-07-21,48.83,23.33,223.2,,164.6,59.77
2011-07-22,48.94,22.84,210.3,,162.48,60.57
2011-07-25,50.84,22.5,211.32,,163.78,60.32
2011-07-26,51.06,22.98,210.4,,161.8,64.5
2011-07-27,49.53,22.95,202.68,,158.84,62.57
2011-07-28,46.35,23.07,199.28,,158.78,62.5
2011-07-29,47.42,23.91,197.58,,157.02,62.41
2011-08-01,47.48,24.02,201.44,,157.44,61.41
2011-08-02,44.61,23.71,194.36,,153.64,59.28
2011-08-03,44.43,24.29,192.56,,154.14,59.8
2011-08-04,40.76,23.7,179.1,,144.82,55.86
2011-08-05,39.74,24.09,181.98,,145.32,56.35
2011-08-08,35.8,23.09,165.2,,134.1,51.27
2011-08-09,39.43,23.97,174.96,,141.86,54.2
2011-08-10,36.16,21.41,167.02,,135.98,50.01
2011-08-11,39.12,22.62,174.5,,146.96,51.96
2011-08-12,40.25,22.26,179.62,,149.94,52.86
2011-08-15,40.84,22.89,182.74,,153.0,53.76
2011-08-16,40.51,22.7,178.7,,150.32,53.16
2011-08-17,39.2,22.46,175.28,,148.52,52.35
2011-08-18,36.29,21.35,166.66,,140.3,48.9
2011-08-19,35.14,20.91,159.94,,138.02,48.72
2011-08-22,35.32,20.94,159.78,,140.0,49.48
2011-08-23,37.48,22.92,165.96,,145.32,51.66
2011-08-24,38.4,22.8,170.8,,150.2,52.7
2011-08-25,37.43,21.45,166.5,,146.12,51.22
2011-08-26,38.93,22.54,170.32,,152.06,53.13
2011-08-29,41.91,23.72,176.3,,157.82,54.38
2011-08-30,43.0,23.66,179.66,,160.22,53.89
2011-08-31,42.84,22.93,182.0,,161.64,54.51
2011-09-01,42.42,22.09,177.1,,159.78,53.76
2011-09-02,41.36,21.7,170.76,,156.06,51.99
2011-09-06,41.61,21.3,171.4,,154.28,50.9
2011-09-07,43.36,22.27,177.38,,158.7,52.91
2011-09-08,42.59,22.0,174.08,,154.52,51.28
2011-09-09,40.99,21.69,167.92,,150.52,49.23
2011-09-12,39.75,21.42,167.74,,150.08,49.15
2011-09-13,42.26,21.96,170.04,,153.12,49.43
2011-09-14,44.16,22.83,170.9,,154.58,50.29
2011-09-15,43.86,23.18,173.2,,157.28,51.69
2011-09-16,43.69,23.72,171.8,,156.04,51.64
2011-09-19,42.3,23.25,169.2,,154.38,50.46
2011-09-20,41.47,23.13,167.32,,151.96,50.59
2011-09-21,39.47,22.02,158.72,,145.64,50.2
2011-09-22,36.03,20.99,147.8,,137.18,48.71
2011-09-23,37.61,20.82,147.72,,134.94,48.78
2011-09-26,38.13,20.76,153.7,,136.88,49.9
2011-09-27,38.86,20.7,155.34,,138.96,51.34
2011-09-28,36.82,20.37,150.16,,134.84,51.33
2011-09-29,36.02,21.08,150.78,,136.08,52.16
2011-09-30,34.57,20.79,147.68,,129.14,50.62
2011-10-03,32.39,20.11,141.1,,123.44,48.39
2011-10-04,32.39,20.78,145.08,,126.96,49.99
2011-10-05,34.06,20.81,148.52,,132.32,51.29
2011-10-06,35.11,20.9,154.18,,133.14,52.59
2011-10-07,34.9,20.5,151.04,,131.4,52.51
2011-10-10,36.5,21.41,158.26,,138.76,54.76
2011-10-11,37.89,22.01,161.32,,143.36,55.1
2011-10-12,38.47,22.95,163.4,,142.1,55.69
2011-10-13,37.6,22.51,162.88,,139.6,56.16
2011-10-14,39.63,22.81,168.18,,142.78,57.65
2011-10-17,36.99,20.96,163.04,,139.14,56.72
2011-10-18,38.78,21.42,169.44,,140.26,58.34
2011-10-19,38.31,21.57,167.12,,138.22,56.95
2011-10-20,38.81,21.93,168.52,,138.5,57.39
2011-10-21,40.0,22.8,174.78,,144.46,58.86
2011-10-24,41.59,23.89,183.54,,149.1,59.67
2011-10-25,40.96,23.7,179.78,,146.24,59.32
2011-10-26,43.12,24.29,183.14,,147.86,60.62
2011-10-27,45.6,25.89,192.54,,156.3,62.72
2011-10-28,45.23,24.88,193.7,,157.34,62.54
2011-10-31,43.83,23.85,188.92,,151.8,60.36
2011-11-01,42.93,22.77,183.26,,147.4,58.96
2011-11-02,44.05,23.64,187.88,,148.14,60.25
2011-11-03,45.2,25.16,192.0,,151.46,61.98
2011-11-04,46.24,24.69,191.48,,150.78,61.07
2011-11-07,46.37,24.91,190.0,,150.3,61.13
2011-11-08,46.82,25.45,191.78,,151.26,62.04
2011-11-09,45.03,24.07,183.28,,145.56,58.48
2011-11-10,45.33,24.72,184.4,,147.16,59.69
2011-11-11,46.41,25.84,192.26,,151.58,60.68
2011-11-14,46.18,25.84,193.06,,149.4,59.72
2011-11-15,46.42,26.28,194.14,,152.66,60.3
2011-11-16,46.55,26.61,191.5,,152.86,58.86
2011-11-17,44.43,26.71,187.62,,150.04,58.87
2011-11-18,44.57,27.38,187.86,,148.54,58.56
2011-11-21,43.22,27.63,182.24,,145.36,57.81
2011-11-22,42.16,27.39,179.98,,143.84,57.41
2011-11-23,41.63,26.83,175.52,,149.44,55.82
2011-11-25,41.29,25.73,173.44,,147.28,55.14
2011-11-28,43.77,27.06,182.96,,153.0,56.97
2011-11-29,42.77,27.25,181.08,,151.68,56.75
2011-11-30,45.75,28.4,195.76,,158.5,59.96
2011-12-01,45.25,27.46,193.64,,157.46,60.01
2011-12-02,45.2,27.67,192.58,,155.38,59.54
2011-12-05,45.99,28.04,193.7,,156.28,58.38
2011-12-06,45.93,27.81,191.92,,156.76,58.83
2011-12-07,45.44,27.76,189.78,,157.82,58.68
2011-12-08,43.49,26.46,185.84,,153.76,57.62
2011-12-09,45.12,27.76,191.94,,156.68,58.78
2011-12-12,43.39,27.13,186.48,,153.94,57.29
2011-12-13,42.98,26.91,181.96,,150.44,56.02
2011-12-14,41.42,27.27,174.0,,147.62,56.01
2011-12-15,40.67,27.74,175.4,,147.44,56.11
2011-12-16,40.31,27.86,174.4,,147.3,54.61
2011-12-19,40.32,27.06,174.5,,147.12,54.31
2011-12-20,42.01,28.03,183.46,,153.28,55.73
2011-12-21,41.52,28.14,183.26,,153.84,52.24
2011-12-22,42.16,28.05,183.62,,155.52,53.14
2011-12-23,42.43,27.82,184.5,,157.38,53.25
2011-12-27,42.5,27.99,183.1,,156.88,53.29
2011-12-28,41.97,26.56,178.74,,153.84,52.21
2011-12-29,42.64,27.29,181.16,,155.18,52.89
2011-12-30,42.97,26.93,181.2,,154.7,52.95
2012-01-03,44.23,27.47,187.96,,158.62,54.43
2012-01-04,45.36,27.31,189.7,,160.94,54.15
2012-01-05,46.84,27.86,191.04,,163.28,54.08
2012-01-06,47.64,27.85,191.52,,164.6,54.0
2012-01-09,48.9,27.74,194.2,,165.46,54.75
2012-01-10,49.84,27.99,199.92,,167.5,53.87
2012-01-11,50.0,27.99,199.28,,169.0,53.4
2012-01-12,49.93,27.98,203.88,,168.88,53.25
2012-01-13,49.62,27.94,204.96,,169.32,54.56
2012-01-17,50.19,28.02,206.74,,169.82,55.67
2012-01-18,50.76,29.39,208.52,,172.44,57.1
2012-01-19,51.48,29.31,211.5,,173.88,57.05
2012-01-20,50.51,28.91,211.28,,174.08,57.01
2012-01-23,51.5,28.91,212.74,,173.8,57.76
2012-01-24,51.27,28.94,212.58,,172.84,58.06
2012-01-25,52.94,29.05,218.1,,175.52,58.48
2012-01-26,52.24,28.78,222.62,,175.32,59.29
2012-01-27,52.59,29.27,222.56,,175.98,60.35
2012-01-30,51.66,28.98,220.82,,174.82,60.35
2012-01-31,50.93,29.1,218.24,,172.3,60.48
2012-02-01,51.54,29.24,221.04,,173.84,61.45
2012-02-02,51.47,29.34,220.66,,174.84,61.92
2012-02-03,52.84,29.6,227.88,,176.8,63.17
2012-02-06,53.73,29.61,227.56,,175.64,62.99
2012-02-07,52.44,29.12,227.62,,175.88,63.6
2012-02-08,53.21,29.04,228.08,,177.0,63.53
2012-02-09,52.69,29.4,225.66,,175.86,63.85
2012-02-10,51.26,28.9,223.5,,175.1,62.9
2012-02-13,52.82,28.72,227.4,,177.36,63.33
2012-02-14,52.41,28.51,228.9,,178.1,63.64
2012-02-15,51.06,27.81,225.06,,168.56,63.21
2012-02-16,51.2,29.66,227.92,,166.22,64.63
2012-02-17,51.37,29.67,227.9,,167.74,64.44
2012-02-21,53.5,28.88,230.0,,168.38,65.37
2012-02-22,52.67,28.68,231.62,,168.74,65.65
2012-02-23,52.25,28.54,232.4,,168.2,66.64
2012-02-24,52.67,27.85,232.0,,166.54,67.77
2012-02-27,51.86,27.14,231.26,,166.78,67.01
2012-02-28,52.41,27.27,231.52,,166.66,68.15
2012-02-29,51.63,26.87,228.42,,165.86,67.61
2012-03-01,51.98,26.67,226.78,,166.16,68.27
2012-03-02,50.43,26.2,224.98,,164.56,67.66
2012-03-05,50.04,26.88,220.18,,163.66,68.1
2012-03-06,47.5,26.59,211.86,,158.42,66.38
2012-03-07,48.73,26.98,216.56,,158.42,66.68
2012-03-08,49.17,26.22,220.56,,160.76,68.8
2012-03-09,49.19,27.17,220.44,,160.34,68.99
2012-03-12,48.86,26.94,217.88,,158.92,69.39
2012-03-13,50.98,27.86,226.6,,163.32,70.77
2012-03-14,50.32,27.77,224.54,,163.18,70.43
2012-03-15,51.26,27.7,226.9,,163.28,71.46
2012-03-16,51.94,27.97,227.16,,166.44,72.0
2012-03-19,51.77,28.14,227.46,,166.32,72.31
2012-03-20,49.8,28.73,221.52,,164.78,71.65
2012-03-21,49.15,28.79,218.0,,163.98,71.24
2012-03-22,46.84,28.91,212.86,,160.86,70.55
2012-03-23,48.59,29.83,215.66,,161.68,70.38
2012-03-26,49.06,30.68,217.5,,165.56,71.24
2012-03-27,48.51,29.76,216.12,,164.8,70.58
2012-03-28,46.97,29.71,208.52,,160.72,70.21
2012-03-29,46.82,29.75,212.04,,160.98,69.85
2012-03-30,47.21,30.06,213.04,,161.8,69.82
2012-04-02,47.64,30.41,214.5,,164.38,70.97
2012-04-03,46.78,29.83,212.42,,163.5,69.34
2012-04-04,45.96,29.8,212.52,,162.42,67.48
2012-04-05,46.01,30.03,211.74,,163.66,67.37
2012-04-09,45.55,29.67,207.14,,158.9,65.95
2012-04-10,43.92,29.73,200.86,,153.0252,64.57
2012-04-11,43.75,30.1,203.5,,155.1,65.92
2012-04-12,45.61,30.55,212.88,,158.68,65.85
2012-04-13,44.89,30.8,211.78,,158.94,65.42
2012-04-16,44.67,31.48,213.48,,159.14,63.73
2012-04-17,45.01,32.19,216.82,,161.8,64.95
2012-04-18,44.84,32.08,218.42,,161.88,64.88
2012-04-19,44.76,31.62,214.72,,160.78,64.28
2012-04-20,45.05,32.3,215.46,,161.82,65.22
2012-04-23,44.88,31.89,213.8,,159.98,64.24
2012-04-24,45.16,32.18,216.8,,161.96,65.15
2012-04-25,46.42,32.63,206.88,,162.88,65.96
2012-04-26,46.74,32.74,208.78,,164.6,67.16
2012-04-27,47.22,33.63,209.12,,165.78,66.69
2012-04-30,46.57,33.68,205.54,,164.72,66.29
2012-05-01,49.34,33.95,204.22,,166.68,66.43
2012-05-02,49.04,34.0,205.26,,166.86,65.84
2012-05-03,47.64,33.4,201.34,,164.98,64.68
2012-05-04,46.29,32.85,196.88,,161.38,62.92
2012-05-07,45.35,33.62,194.38,,160.44,63.13
2012-05-08,45.36,32.76,192.98,,161.08,62.29
2012-05-09,43.24,32.36,191.98,,158.1,62.2
2012-05-10,43.17,31.65,190.88,,157.92,61.8
2012-05-11,43.85,31.76,191.0,,158.14,62.85
2012-05-14,42.77,32.33,187.2,,154.66,62.14
2012-05-15,41.38,32.21,185.36,,153.24,60.79
2012-05-16,40.27,31.33,183.72,,148.36,60.33
2012-05-17,38.75,30.09,175.6,,145.94,59.86
2012-05-18,38.56,29.77,177.36,,146.38,58.53
2012-05-21,40.23,30.62,183.96,,150.62,58.79
2012-05-22,40.27,30.18,182.98,,149.86,58.69
2012-05-23,41.22,30.81,184.94,,151.9,58.8
2012-05-24,40.88,30.61,182.84,,151.34,57.7
2012-05-25,40.11,30.55,179.88,,150.28,57.07
2012-05-29,41.66,31.0,185.04,,152.58,58.22
2012-05-30,41.35,30.75,180.36,,151.62,56.76
2012-05-31,40.21,30.97,175.24,,147.74,57.32
2012-06-01,39.25,29.65,171.04,,143.04,55.24
2012-06-04,38.9,30.17,166.52,,141.18,55.41
2012-06-05,39.31,30.4,167.3,,143.3,55.69
2012-06-06,40.81,30.85,173.32,,147.02,57.53
2012-06-07,40.22,31.23,174.28,,147.02,56.8
2012-06-08,41.33,31.23,175.2,,148.62,57.31
2012-06-11,40.28,30.7,170.38,,145.08,57.11
2012-06-12,41.32,31.37,174.1,,148.12,57.68
2012-06-13,40.13,31.22,170.58,,146.54,57.58
2012-06-14,40.94,31.19,171.78,,149.42,57.73
2012-06-15,42.11,31.39,173.86,,150.7,58.88
2012-06-18,41.92,31.58,173.48,,149.78,58.84
2012-06-19,43.35,31.82,177.68,,154.06,60.18
2012-06-20,42.44,31.39,174.34,,153.72,60.3
2012-06-21,40.59,31.14,169.96,,150.12,57.57
2012-06-22,40.63,30.9,169.92,,151.06,57.66
2012-06-25,39.77,30.07,165.78,,148.82,56.28
2012-06-26,41.3,30.08,165.46,,152.0,56.51
2012-06-27,42.39,31.35,164.5,,156.16,57.22
2012-06-28,43.26,31.08,165.26,,156.48,56.22
2012-06-29,45.73,31.37,169.82,,161.74,59.36
2012-07-02,44.51,31.37,167.36,,160.9,60.03
2012-07-03,45.89,31.88,172.92,,163.44,60.73
2012-07-05,45.82,32.14,173.58,,163.96,58.82
2012-07-06,44.7,32.13,169.22,,161.4,55.76
2012-07-09,45.01,32.11,166.28,,161.06,55.5
2012-07-10,43.7,31.85,160.54,,157.2,55.56
2012-07-11,43.77,31.19,159.48,,156.32,56.73
2012-07-12,43.48,30.84,159.28,,156.52,58.4
2012-07-13,43.92,31.25,164.14,,154.96,60.56
2012-07-16,43.0,30.42,162.3,,153.56,59.95
2012-07-17,42.35,30.53,163.82,,151.88,60.94
2012-07-18,43.08,30.66,165.04,,151.32,62.32
2012-07-19,42.54,29.95,165.26,,151.38,62.53
2012-07-20,42.34,28.17,161.9,,151.76,61.53
2012-07-23,41.5,27.85,163.16,,150.3,60.07
2012-07-24,40.71,27.38,162.86,,147.74,60.85
2012-07-25,40.98,27.75,165.2,,147.46,61.27
2012-07-26,43.45,28.2,166.6,,150.06,63.6
2012-07-27,45.46,29.01,172.32,,156.2,65.11
2012-07-30,44.34,28.56,171.38,,154.64,64.29
2012-07-31,43.84,28.63,168.42,,153.64,63.36
2012-08-01,43.4,27.54,165.3,,155.06,62.77
2012-08-02,42.85,27.42,166.24,,152.82,62.18
2012-08-03,44.41,27.81,170.04,,155.02,64.85
2012-08-06,44.63,28.67,172.7,,156.86,65.27
2012-08-07,45.86,29.03,174.44,,157.94,64.85
2012-08-08,45.75,28.91,174.44,,158.34,64.66
2012-08-09,45.09,29.29,176.8,,157.36,64.2
2012-08-10,45.24,29.85,177.88,,158.74,64.09
2012-08-13,44.55,30.02,177.22,,159.52,64.25
2012-08-14,44.49,29.78,175.74,,160.26,64.3
2012-08-15,42.57,29.79,175.22,,150.2,63.96
2012-08-16,43.79,31.68,177.18,,151.02,64.38
2012-08-17,43.73,30.77,180.02,,153.88,64.08
2012-08-20,44.01,30.71,180.88,,155.78,64.84
2012-08-21,43.6,30.53,180.58,,155.3,65.46
2012-08-22,43.17,29.99,177.44,,154.06,65.03
2012-08-23,42.65,29.66,175.26,,152.24,64.52
2012-08-24,42.52,29.94,174.94,,153.34,64.79
2012-08-27,41.94,29.16,173.26,,150.54,65.49
2012-08-28,41.79,29.11,172.02,,147.62,64.93
2012-08-29,42.11,29.93,172.18,,148.64,65.01
2012-08-30,42.17,29.37,168.94,,149.06,64.09
2012-08-31,42.09,29.09,170.66,,150.22,65.66
2012-09-04,41.76,29.79,165.32,,148.24,66.13
2012-09-05,41.82,29.22,165.5,,149.64,66.75
2012-09-06,43.0,29.69,169.58,,154.08,68.15
2012-09-07,43.88,30.0,176.2,,156.44,68.78
2012-09-10,43.46,30.02,174.2,,154.38,68.25
2012-09-11,44.34,31.08,177.2,,156.5,69.13
2012-09-12,44.8,31.29,178.24,,157.58,70.35
2012-09-13,45.85,32.26,181.36,,160.74,71.34
2012-09-14,47.16,32.83,186.34,,164.0,72.03
2012-09-17,46.96,32.94,183.98,,162.04,71.83
2012-09-18,47.02,32.94,186.14,,162.62,72.85
2012-09-19,47.29,32.91,187.88,,163.96,72.9
2012-09-20,46.81,32.02,185.08,,164.58,72.42
2012-09-21,46.75,32.58,183.44,,165.4,72.9
2012-09-24,47.03,33.15,181.74,,165.9,72.31
2012-09-25,46.35,33.03,174.02,,163.3,72.12
2012-09-26,45.73,32.97,173.9,,162.82,70.72
2012-09-27,46.92,33.74,173.84,,164.2,71.38
2012-09-28,47.48,33.78,172.08,,164.94,71.33
2012-10-01,46.8,33.64,170.94,,165.2,70.63
2012-10-02,47.52,33.8,170.94,,164.44,70.62
2012-10-03,46.92,33.8,170.56,,163.82,70.69
2012-10-04,47.98,33.98,171.92,,165.66,71.06
2012-10-05,47.62,33.92,170.86,,165.56,71.78
2012-10-08,48.0,33.3,170.88,,165.54,71.63
2012-10-09,47.13,33.48,169.5,,163.46,69.88
2012-10-10,46.19,33.57,166.32,,162.38,69.05
2012-10-11,46.9,33.26,165.7,,164.74,69.43
2012-10-12,46.69,32.95,165.64,,164.88,70.54
2012-10-15,47.11,33.34,165.62,,166.46,71.47
2012-10-16,48.3,33.89,169.92,,169.12,72.41
2012-10-17,49.49,34.0,173.26,,171.62,71.51
2012-10-18,49.57,34.07,173.24,,173.72,70.95
2012-10-19,48.28,33.51,167.72,,169.98,70.21
2012-10-22,48.62,33.45,170.16,,171.78,69.66
2012-10-23,47.88,33.47,167.16,,170.06,69.69
2012-10-24,47.36,33.42,165.46,,168.62,71.21
2012-10-25,47.42,33.72,167.06,,169.38,70.94
2012-10-26,47.57,33.4,168.5,,170.94,71.59
2012-10-31,45.51,33.5,169.62,,170.88,72.9
2012-11-01,46.98,33.74,175.3,,173.74,73.88
2012-11-02,45.78,33.34,171.58,,171.2,72.87
2012-11-05,45.94,33.21,173.54,,171.78,72.95
2012-11-06,46.13,33.79,176.16,,172.2,73.76
2012-11-07,44.96,31.96,170.04,,168.26,72.16
2012-11-08,44.27,31.1,167.32,,167.18,71.21
2012-11-09,44.32,30.16,169.9,,168.58,70.93
2012-11-12,44.83,29.91,170.36,,171.36,71.15
2012-11-13,44.79,31.4,166.52,,171.38,71.58
2012-11-14,43.37,31.33,162.2,,169.48,71.21
2012-11-15,43.2,30.84,162.6,,170.78,71.04
2012-11-16,43.21,30.43,163.86,,170.5,71.22
2012-11-19,44.49,31.21,167.24,,172.5,73.47
2012-11-20,44.55,31.24,166.66,,171.98,74.36
2012-11-21,44.61,31.25,166.1,,165.66,75.23
2012-11-23,45.61,31.28,168.32,,167.94,77.21
2012-11-26,45.08,31.27,169.3,,168.92,77.83
2012-11-27,45.45,31.0,168.02,,168.8,76.98
2012-11-28,46.13,30.97,169.88,,168.54,77.55
2012-11-29,46.54,31.27,172.5,,169.72,78.43
2012-11-30,46.15,33.12,170.48,,168.1,77.99
2012-12-03,45.37,32.59,168.98,,166.44,79.53
2012-12-04,46.15,32.65,168.32,,167.0,80.13
2012-12-05,46.59,32.25,172.1,,168.48,78.91
2012-12-06,46.28,32.06,171.9,,169.46,78.92
2012-12-07,46.6,31.99,173.98,,170.86,78.92
2012-12-10,46.47,32.28,174.46,,171.56,79.43
2012-12-11,48.09,32.03,174.66,,170.86,79.82
2012-12-12,49.17,32.12,175.9,,172.5,79.75
2012-12-13,48.89,31.72,176.72,,171.1,78.91
2012-12-14,48.8,31.96,178.0,,171.86,80.39
2012-12-17,49.15,32.97,179.28,,172.74,80.64
2012-12-18,49.41,32.71,181.54,,173.72,81.21
2012-12-19,48.88,32.78,181.58,,172.18,80.49
2012-12-20,49.17,33.0,179.0,,173.5,81.09
2012-12-21,48.68,32.6,175.8,,172.38,79.61
2012-12-24,48.61,32.13,174.96,,172.2,80.1
2012-12-26,48.61,32.16,175.34,,173.04,80.03
2012-12-27,48.78,32.14,175.32,,171.88,80.6
2012-12-28,48.07,32.02,173.62,,169.1,79.39
2012-12-31,49.12,32.64,179.217,,172.84,80.38
2013-01-02,50.19,34.1,187.0,,175.98,82.4
2013-01-03,50.37,34.29,188.8,,175.54,80.45
2013-01-04,50.78,34.64,189.84,,177.34,80.42
2013-01-07,50.35,34.48,190.42,,177.2,79.79
2013-01-08,50.19,34.12,188.0,,175.36,79.89
2013-01-09,50.9,34.34,188.88,,178.12,80.05
2013-01-10,50.99,34.38,190.16,,179.82,82.4
2013-01-11,51.07,34.29,190.38,,179.24,81.78
2013-01-14,51.0,34.47,189.26,,179.72,81.88
2013-01-15,51.4,34.1,191.34,,179.46,77.55
2013-01-16,51.18,34.46,190.38,,179.12,78.13
2013-01-17,51.86,34.18,191.4,,180.2,77.67
2013-01-18,51.67,34.49,195.24,,181.92,77.38
2013-01-22,52.13,34.45,195.44,,185.32,77.52
2013-01-23,51.84,33.96,193.7,,185.54,78.62
2013-01-24,52.17,34.2,193.2,,186.48,78.5
2013-01-25,53.54,34.21,191.16,,186.94,80.99
2013-01-28,54.18,34.07,194.9,,187.98,80.36
2013-01-29,53.99,34.11,197.2,,190.1,81.22
2013-01-30,53.6,33.94,197.3,,189.88,81.55
2013-01-31,53.0,33.96,196.78,,188.12,82.02
2013-02-01,52.88,34.4,198.98,,189.3,83.57
2013-02-04,52.5,33.9,196.52,,186.3,81.44
2013-02-05,53.54,34.0,196.88,,186.78,81.88
2013-02-06,54.4,33.9,195.4,,185.38,80.16
2013-02-07,53.48,33.97,192.22,,184.34,79.74
2013-02-08,54.44,33.93,193.7,,185.62,79.92
2013-02-11,54.87,33.97,193.2,,186.46,79.24
2013-02-12,54.61,33.99,194.44,,187.94,80.93
2013-02-13,53.81,34.11,192.76,,181.36,80.67
2013-02-14,53.8,34.44,192.14,,181.14,80.07
2013-02-15,53.68,34.83,191.22,,179.5,80.04
2013-02-19,53.86,35.16,191.2,,180.74,80.54
2013-02-20,51.91,35.08,186.44,,176.46,79.7
2013-02-21,50.49,35.14,183.06,,174.12,78.05
2013-02-22,50.7,36.45,183.08,,174.26,78.91
2013-02-25,49.31,35.29,178.32,,171.1,78.26
2013-02-26,50.15,36.46,179.9,,173.0,77.86
2013-02-27,50.86,36.23,184.5,,175.64,78.6
2013-02-28,51.48,35.78,184.74,,175.66,78.2
2013-03-01,51.26,36.0,182.72,,175.78,78.68
2013-03-04,50.93,35.75,179.5,,175.94,79.92
2013-03-05,52.56,36.68,180.42,,180.22,81.87
2013-03-06,52.6,36.99,179.28,,178.54,82.69
2013-03-07,52.69,37.66,179.3,,179.54,83.44
2013-03-08,53.97,39.49,181.02,,181.76,83.21
2013-03-11,54.52,39.23,182.36,,182.88,83.25
2013-03-12,54.15,39.97,179.48,,181.7,82.89
2013-03-13,54.27,40.03,178.56,,182.68,82.62
2013-03-14,55.12,40.23,177.4,,184.4,84.57
2013-03-15,54.84,39.94,177.66,,184.48,84.58
2013-03-18,54.11,40.39,178.72,,183.64,82.98
2013-03-19,53.12,39.87,176.54,,181.14,82.6
2013-03-20,51.03,40.17,173.88,,175.48,83.19
2013-03-21,50.22,39.76,173.66,,173.78,80.72
2013-03-22,50.77,39.93,174.96,,175.44,81.04
2013-03-25,50.57,39.95,173.28,,173.76,79.86
2013-03-26,50.87,39.47,174.0,,174.52,80.27
2013-03-27,51.25,39.04,173.8,,174.9,79.18
2013-03-28,52.12,38.25,173.94,,171.96,80.54
2013-04-01,51.83,37.77,171.28,,170.16,80.11
2013-04-02,50.76,38.78,169.76,,168.08,80.79
2013-04-03,50.18,38.37,168.24,,169.6,80.24
2013-04-04,50.43,38.9,169.26,,171.38,79.61
2013-04-05,50.7,38.99,169.2,,171.36,77.74
2013-04-08,50.87,39.05,168.38,,172.96,77.94
2013-04-09,50.66,38.84,171.8,,173.36,77.88
2013-04-10,51.2,39.67,173.14,,174.2,78.06
2013-04-11,51.63,39.79,171.4,,175.16,78.91
2013-04-12,50.92,38.87,170.1,,172.28,78.01
2013-04-15,48.02,37.9,164.54,,165.9,76.45
2013-04-16,48.41,38.39,165.22,,166.36,78.87
2013-04-17,48.06,38.96,162.94,,165.12,76.88
2013-04-18,48.41,38.65,160.92,,165.14,78.21
2013-04-19,49.1,39.1,160.86,,166.92,75.11
2013-04-22,49.6,39.04,165.42,,167.64,74.69
2013-04-23,50.24,39.99,168.2,,169.56,75.44
2013-04-24,50.79,40.03,167.56,,170.24,77.53
2013-04-25,51.14,39.7,169.02,,172.06,78.62
2013-04-26,50.67,39.66,169.36,,170.98,77.98
2013-04-29,51.25,40.06,169.6,,177.66,78.79
2013-04-30,53.25,40.07,169.34,,178.6,79.85
2013-05-01,51.81,39.69,166.16,,175.54,78.87
2013-05-02,53.68,41.04,168.52,,179.08,78.69
2013-05-03,54.19,41.73,173.96,,181.08,81.44
2013-05-06,54.48,42.7,175.18,,182.26,81.14
2013-05-07,55.43,44.01,179.58,,183.46,81.89
2013-05-08,55.91,43.83,180.62,,184.7,82.75
2013-05-09,56.01,43.06,179.9,,184.38,81.88
2013-05-10,56.24,43.23,177.24,,184.6,82.38
2013-05-13,56.24,43.31,176.14,,185.16,82.07
2013-05-14,56.55,43.62,175.1,,187.54,83.11
2013-05-15,55.56,43.67,174.0,,179.28,82.18
2013-05-16,54.7,42.9,173.56,,178.78,80.75
2013-05-17,55.01,43.07,175.34,,173.94,80.89
2013-05-20,55.45,43.07,176.66,,176.08,80.41
2013-05-21,55.49,42.91,176.2,,175.18,79.57
2013-05-22,53.75,42.32,175.4,,173.66,78.71
2013-05-23,54.24,42.41,173.9,,174.36,78.2
2013-05-24,53.52,42.25,172.42,,172.58,75.87
2013-05-28,54.38,43.76,172.38,,172.68,77.01
2013-05-29,54.99,42.94,172.98,,174.7,75.99
2013-05-30,55.88,43.25,172.82,,174.82,76.28
2013-05-31,55.47,42.5,171.6,,174.22,73.44
2013-06-03,56.1,42.83,172.26,,176.7,74.86
2013-06-04,55.62,42.45,171.84,,174.3,74.82
2013-06-05,54.74,41.5,168.84,,171.8,74.67
2013-06-06,54.75,40.57,168.0,,172.18,75.74
2013-06-07,55.72,41.43,169.3,,173.62,76.34
2013-06-10,55.88,41.44,167.6,,172.4,77.55
2013-06-11,54.45,39.66,167.04,,170.48,76.02
2013-06-12,53.33,40.73,166.42,,168.64,76.1
2013-06-13,54.41,41.15,170.28,,171.2,76.76
2013-06-14,53.92,40.7,167.74,,169.76,75.89
2013-06-17,54.34,41.14,167.84,,169.62,77.3
2013-06-18,54.5,40.75,169.1,,170.0,77.18
2013-06-19,53.95,39.8,168.5,,170.16,76.36
2013-06-20,52.47,38.47,166.4,,165.78,74.56
2013-06-21,52.02,39.25,166.24,,164.94,72.75
2013-06-24,50.58,39.23,163.04,,162.0,71.45
