Date-Time,CMG,DPZ,DRI,MCD,QSR,SBUX,TSCO,WEN,YUM
2013-10-18,509.74,67.05,52.07,95.2,,79.31,67.19,8.59,66.68
2013-10-21,509.25,66.98,52.07,94.59,,79.46,68.85,8.64,66.85
2013-10-22,520.0,67.21,51.95,95.12,,80.9,68.54,8.6,67.07
2013-10-23,520.79,66.35,51.04,94.21,,80.05,68.39,8.49,65.17
2013-10-24,522.97,67.39,51.49,94.68,,79.05,73.942,8.67,66.0
2013-10-25,527.5,67.51,51.7,94.78,,79.96,73.22,8.68,66.57
2013-10-28,527.85,67.63,51.53,95.37,,78.71,71.852,8.69,66.76
2013-10-29,527.93,68.36,52.6,96.05,,79.62,72.25,8.64,67.06
2013-10-30,524.35,67.87,52.23,96.03,,80.83,71.54,8.72,68.16
2013-10-31,526.97,67.06,51.53,96.52,,81.05,71.35,8.69,67.62
2013-11-01,527.6,66.89,51.48,97.24,,80.37,71.12,8.73,68.48
2013-11-04,535.18,67.1,51.99,97.31,,80.37,70.99,9.105,69.91
2013-11-05,543.05,68.01,52.96,97.41,,81.99,70.76,9.23,70.23
2013-11-06,539.63,67.93,53.06,97.9,,81.13,71.39,9.09,70.33
2013-11-07,525.02,66.7,52.14,97.2,,79.07,70.04,8.05,69.8
2013-11-08,535.2,67.6,52.16,97.01,,81.2,71.37,8.34,70.57
2013-11-11,536.44,67.81,52.15,97.09,,80.99,71.78,8.34,71.74
2013-11-12,535.42,68.44,51.92,97.66,,80.615,72.34,8.5,71.49
2013-11-13,537.58,69.21,52.21,98.11,,81.461,73.5,8.64,73.19
2013-11-14,543.92,69.22,52.66,97.56,,81.14,73.35,8.74,73.34
2013-11-15,546.97,68.84,53.5,96.92,,81.19,74.09,8.95,73.98
2013-11-18,537.51,67.87,53.15,97.65,,80.54,72.97,8.685,73.41
2013-11-19,538.16,67.66,52.76,97.98,,79.92,71.52,8.5,73.78
2013-11-20,531.66,67.99,52.96,97.54,,79.69,71.31,8.5,72.32
2013-11-21,539.22,69.15,53.57,97.7,,81.53,72.64,8.74,74.92
2013-11-22,537.48,69.75,53.87,98.27,,81.35,73.19,8.68,78.3
2013-11-25,532.31,69.52,53.52,98.92,,80.71,73.5,8.7,78.01
2013-11-26,525.0,69.4,53.23,98.2,,81.51,74.35,8.74,77.65
2013-11-27,525.0,69.31,53.49,97.06,,81.62,74.04,8.66,77.59
2013-11-29,523.86,69.13,53.33,97.37,,81.46,73.21,8.61,77.68
2013-12-02,524.5,68.57,52.91,96.51,,81.07,73.69,8.59,77.71
2013-12-03,522.64,68.24,52.2,96.38,,80.55,73.39,8.59,75.61
2013-12-04,518.11,68.71,52.22,95.71,,79.5,72.72,8.54,75.66
2013-12-05,521.01,69.31,52.06,95.43,,79.72,72.65,8.55,74.39
2013-12-06,525.81,69.78,52.48,96.8,,79.94,72.76,8.55,74.37
2013-12-09,527.32,70.62,52.28,95.72,,79.73,72.5,8.35,74.3
2013-12-10,521.53,69.74,51.83,95.43,,77.38,71.74,8.48,73.41
2013-12-11,517.57,69.02,51.47,95.26,,76.4,71.45,8.37,72.9
2013-12-12,515.02,69.03,51.38,94.1,,76.48,71.36,8.2,71.6
2013-12-13,512.85,69.19,51.63,94.44,,76.35,72.03,8.37,71.81
2013-12-16,515.38,69.51,52.29,95.45,,76.46,73.59,8.51,73.23
2013-12-17,512.64,69.52,52.33,94.38,,76.09,73.37,8.35,71.87
2013-12-18,516.89,69.96,52.92,95.93,,77.68,74.72,8.45,72.73
2013-12-19,514.58,68.68,51.02,95.14,,77.15,74.07,8.46,72.75
2013-12-20,533.14,68.95,51.09,96.51,,77.66,74.92,8.68,73.39
2013-12-23,531.03,69.68,54.35,96.3,,78.32,75.95,8.76,73.97
2013-12-24,533.11,69.86,54.01,96.54,,78.57,76.08,8.86,74.1
2013-12-26,535.43,70.68,54.32,96.84,,78.88,76.121,8.89,74.11
2013-12-27,530.75,70.2,54.33,96.91,,78.57,75.54,8.77,73.87
2013-12-30,532.04,69.92,54.47,97.01,,78.55,76.23,8.73,74.92
2013-12-31,532.78,69.65,54.37,97.03,,78.39,77.58,8.72,75.61
2014-01-02,523.43,68.94,53.32,96.41,,77.17,76.8,8.78,75.09
2014-01-03,531.31,68.98,53.01,96.54,,76.95,76.48,8.68,75.56
2014-01-06,527.32,69.1,52.01,95.85,,76.17,75.46,8.4,75.5
2014-01-07,533.06,69.67,52.58,96.38,,77.21,75.93,8.465,76.56
2014-01-08,535.85,69.78,51.61,95.41,,78.03,76.35,8.41,76.53
2014-01-09,541.03,70.28,51.34,95.46,,77.6,76.7,8.4,75.05
2014-01-10,538.57,71.21,52.12,95.8,,77.67,76.58,8.44,75.02
2014-01-13,529.8,70.95,50.83,94.83,,75.12,73.4,8.98,73.41
2014-01-14,530.28,71.0,51.16,95.22,,75.46,74.35,8.81,73.23
2014-01-15,532.25,71.21,51.87,95.46,,76.19,75.18,9.06,73.17
2014-01-16,529.51,71.08,52.24,96.06,,75.29,74.31,9.07,72.3
2014-01-17,527.61,71.65,50.96,94.93,,74.9,74.17,8.98,72.1
2014-01-21,525.57,72.01,50.77,95.08,,73.65,72.91,9.09,71.15
2014-01-22,515.95,73.39,50.88,94.88,,73.6,73.16,9.24,71.34
2014-01-23,503.45,72.85,51.09,95.32,,73.39,71.87,9.22,69.8
2014-01-24,492.48,71.18,50.1,94.43,,74.98,70.18,9.05,68.82
2014-01-27,489.31,70.11,50.23,94.07,,74.21,70.46,8.88,67.84
2014-01-28,491.87,69.86,50.16,94.18,,73.89,70.68,8.94,68.2
2014-01-29,484.5,68.7,49.17,93.15,,71.56,68.995,8.9,66.51
2014-01-30,493.96,69.57,49.5,93.8,,71.91,67.46,9.07,66.6
2014-01-31,551.96,70.61,49.44,94.17,,71.12,66.51,9.07,67.15
2014-02-03,543.2,67.58,47.32,93.02,,68.97,63.42,8.71,66.16
2014-02-04,540.59,68.3,47.71,93.09,,70.65,63.55,8.83,72.06
2014-02-05,542.43,67.17,47.32,93.58,,70.49,63.74,8.87,70.54
2014-02-06,544.47,67.66,47.82,94.94,,72.36,65.1,8.92,71.17
2014-02-07,549.29,69.5,48.26,95.92,,74.035,66.52,9.13,71.73
2014-02-10,548.09,69.88,48.41,94.86,,74.8,66.02,9.09,72.76
2014-02-11,544.86,70.46,48.83,95.34,,74.5,65.67,9.15,73.21
2014-02-12,545.74,70.81,48.49,94.89,,73.91,66.0,9.25,73.51
2014-02-13,557.65,71.8,48.17,95.46,,74.69,66.18,9.36,73.82
2014-02-14,554.11,72.18,48.38,95.78,,75.03,65.7,9.33,73.42
2014-02-18,552.86,72.06,49.01,96.02,,73.97,66.53,9.42,73.24
2014-02-19,552.18,71.84,48.96,95.55,,73.32,65.62,9.59,72.82
2014-02-20,550.28,72.26,50.5,95.75,,73.55,65.77,9.82,72.98
2014-02-21,549.49,73.25,51.01,96.45,,72.56,66.4,9.9,72.85
2014-02-24,554.38,74.69,51.01,96.5,,72.56,66.77,9.99,72.97
2014-02-25,554.62,75.03,50.59,96.62,,70.55,69.2,10.15,73.28
2014-02-26,555.12,77.65,50.0,95.89,,71.78,70.46,10.19,73.39
2014-02-27,561.14,77.99,49.8,95.08,,72.19,70.32,9.94,73.79
2014-02-28,565.21,79.06,51.06,95.15,,70.96,70.56,9.58,74.08
2014-03-03,554.6,78.78,48.33,94.32,,70.47,70.15,9.35,73.61
2014-03-04,584.83,79.48,48.62,94.98,,71.66,71.74,9.47,74.64
2014-03-05,581.25,79.11,47.94,95.02,,71.3,71.74,9.46,74.81
2014-03-06,593.27,79.19,48.91,95.58,,72.69,72.29,9.41,77.29
2014-03-07,593.41,79.34,49.95,95.5,,73.07,72.72,9.48,77.16
2014-03-10,587.96,79.56,50.08,95.2,,73.56,72.55,9.4,77.4
2014-03-11,584.27,79.05,50.15,98.78,,75.03,72.12,9.27,77.33
2014-03-12,588.7,79.92,50.33,98.71,,75.63,72.09,9.25,77.12
2014-03-13,579.5,78.91,49.01,97.37,,74.43,70.87,9.07,75.83
2014-03-14,575.96,79.56,49.22,97.58,,74.27,71.06,9.24,75.08
2014-03-17,576.26,80.02,49.7,97.6,,74.18,72.32,9.37,75.12
2014-03-18,592.54,79.98,49.47,97.31,,74.6,74.01,9.37,75.06
2014-03-19,596.5,78.27,49.08,96.1,,75.91,73.56,9.2,74.2
2014-03-20,611.58,78.84,49.3,96.6,,76.955,74.07,9.27,75.25
2014-03-21,611.12,77.53,50.66,95.47,,76.71,74.37,9.1699,75.27
2014-03-24,588.54,76.84,50.68,96.18,,75.77,73.2,9.0,74.53
2014-03-25,570.68,76.64,50.71,95.91,,74.61,71.84,8.93,73.78
2014-03-26,563.88,75.54,50.81,95.84,,73.54,70.43,8.84,74.17
2014-03-27,559.18,75.26,50.19,96.16,,73.4,70.24,8.87,73.2
2014-03-28,567.17,76.23,50.62,97.24,,73.7,70.77,9.01,74.2
2014-03-31,568.05,76.97,50.76,98.03,,73.38,70.63,9.12,75.39
2014-04-01,578.97,78.62,51.48,97.9,,74.01,71.72,9.12,76.06
2014-04-02,576.21,78.2,52.09,97.59,,73.67,72.26,9.18,77.11
2014-04-03,570.89,77.62,51.97,97.66,,73.09,71.04,9.03,76.44
2014-04-04,555.16,75.43,51.24,97.87,,71.55,69.15,8.93,75.44
2014-04-07,535.59,73.68,50.47,97.01,,70.43,66.98,8.63,75.23
2014-04-08,550.73,75.75,49.67,98.08,,71.48,67.89,8.59,76.31
2014-04-09,556.4,76.61,50.29,98.35,,72.48,69.15,8.63,76.81
2014-04-10,534.01,74.29,49.43,99.43,,70.22,67.6,8.73,75.19
2014-04-11,534.87,72.71,48.46,99.29,,68.73,67.09,8.51,74.37
2014-04-14,540.98,73.75,49.32,100.11,,69.31,66.85,8.37,75.43
2014-04-15,540.54,74.17,48.4,100.83,,68.89,66.72,8.39,75.47
2014-04-16,552.4,74.97,49.14,100.83,,70.79,66.89,8.48,76.86
2014-04-17,519.61,74.28,48.47,100.25,,70.15,67.25,8.51,76.34
2014-04-21,506.54,74.36,48.19,99.67,,70.48,67.21,8.47,76.01
2014-04-22,512.67,75.51,49.87,99.32,,71.149,67.49,8.55,77.48
2014-04-23,504.05,75.26,50.3,99.13,,70.39,67.34,8.45,76.81
2014-04-24,507.6,75.09,50.11,99.84,,71.09,66.69,8.37,76.79
2014-04-25,502.31,73.76,49.92,100.73,,71.45,65.68,8.28,77.67
2014-04-28,476.28,72.69,49.86,100.31,,70.93,66.44,8.26,77.69
2014-04-29,491.57,72.58,50.21,101.5,,70.64,66.75,8.3,76.98
2014-04-30,498.5,74.38,49.71,101.38,,70.62,67.24,8.31,76.99
2014-05-01,500.15,71.8,49.63,100.96,,71.12,66.7,8.32,76.25
2014-05-02,501.77,72.99,49.67,101.43,,70.6,67.07,8.42,76.2
2014-05-05,512.68,72.51,49.11,101.14,,70.92,66.82,8.5,76.3
2014-05-06,501.91,72.25,49.23,100.95,,69.58,65.31,8.38,75.85
2014-05-07,500.83,71.55,49.2,101.96,,69.74,64.35,8.33,75.77
2014-05-08,500.35,71.13,49.38,101.95,,69.58,64.43,8.3,75.94
2014-05-09,507.68,71.2,49.73,102.93,,70.29,65.44,8.26,76.33
2014-05-12,510.21,72.45,50.6,102.86,,71.15,66.5,8.29,76.13
2014-05-13,504.16,71.71,50.86,103.53,,71.16,64.72,8.43,76.47
2014-05-14,504.32,71.25,50.47,103.03,,70.17,64.15,8.18,75.86
2014-05-15,495.92,71.21,50.69,102.5,,69.85,63.16,8.08,74.87
2014-05-16,500.52,71.53,48.49,103.14,,70.94,63.82,8.0701,74.81
2014-05-19,501.29,72.02,48.98,102.09,,71.02,63.67,8.19,74.6
2014-05-20,495.65,71.24,47.98,101.53,,70.23,63.59,8.09,74.66
2014-05-21,504.18,71.74,48.69,102.56,,70.4,63.97,8.26,74.67
2014-05-22,520.48,73.16,49.51,102.45,,71.4,63.59,8.33,74.87
2014-05-23,522.32,72.9,49.55,102.0,,71.98,63.74,8.28,74.77
2014-05-27,536.04,73.34,49.75,102.36,,73.66,64.8,8.36,76.17
2014-05-28,538.26,72.42,50.18,101.3,,73.27,63.74,8.28,76.94
2014-05-29,545.42,72.47,49.88,101.34,,73.11,63.62,8.23,76.72
2014-05-30,547.09,72.45,50.12,101.43,,73.24,65.02,8.2,77.31
2014-06-02,551.56,72.99,50.64,102.03,,73.85,65.05,8.32,78.12
2014-06-03,550.59,72.67,50.24,101.45,,74.18,65.33,8.23,78.65
2014-06-04,558.84,73.23,50.09,102.44,,74.67,65.18,8.28,78.7
2014-06-05,561.03,73.31,50.71,102.45,,74.72,65.54,8.37,79.11
2014-06-06,569.17,73.91,51.09,101.96,,75.33,65.99,8.37,79.99
2014-06-09,568.5,73.42,50.91,101.38,,75.18,66.19,8.44,79.82
2014-06-10,564.76,73.06,50.36,100.88,,74.6,65.65,8.22,79.4
2014-06-11,570.34,73.36,50.39,100.42,,74.8,65.9,8.18,79.53
2014-06-12,581.85,72.36,49.33,99.76,,73.96,65.05,8.22,78.77
2014-06-13,588.26,72.54,49.68,100.49,,74.69,65.0,8.23,79.23
2014-06-16,594.01,72.18,49.96,101.1,,75.09,64.36,8.31,79.1
2014-06-17,593.52,71.0,49.59,101.27,,75.31,64.45,8.38,79.49
2014-06-18,594.91,71.99,49.72,101.35,,75.56,64.56,8.59,79.68
2014-06-19,594.54,71.84,49.52,101.91,,77.23,64.19,8.63,80.37
2014-06-20,592.43,71.8,47.58,101.92,,76.6,63.05,8.63,80.5
2014-06-23,599.59,71.58,47.76,101.91,,76.73,63.0,8.6,80.61
2014-06-24,595.62,72.12,46.77,101.47,,77.43,62.56,8.56,80.6
2014-06-25,599.5,72.42,46.57,101.61,,78.12,62.255,8.59,81.98
2014-06-26,600.32,72.57,46.89,101.51,,78.06,60.84,8.57,81.72
2014-06-27,596.14,72.98,46.66,101.46,,77.94,60.205,8.61,81.91
2014-06-30,592.51,73.09,46.27,100.74,,77.38,60.4,8.53,81.2
2014-07-01,603.26,74.04,46.22,101.0,,78.08,61.08,8.65,81.54
2014-07-02,599.32,73.42,46.26,100.53,,78.19,60.89,8.52,81.92
2014-07-03,603.6,73.63,46.32,100.98,,79.06,61.65,8.55,82.49
2014-07-07,593.83,73.55,46.11,100.17,,78.69,61.54,8.49,82.29
2014-07-08,586.59,73.4,45.35,100.09,,78.56,60.79,8.34,82.3
2014-07-09,604.17,74.63,45.63,101.07,,79.45,61.38,8.3,83.23
2014-07-10,600.61,73.7,44.76,100.58,,78.85,59.92,8.26,82.47
2014-07-11,598.49,73.58,44.44,100.37,,78.6,60.35,8.22,82.35
2014-07-14,604.92,73.65,44.37,100.47,,78.56,60.65,8.32,83.29
2014-07-15,597.45,73.25,44.08,100.3,,78.89,60.98,8.27,83.18
2014-07-16,590.47,73.04,43.89,99.27,,78.73,60.95,8.26,82.71
2014-07-17,581.65,72.6,43.76,98.37,,77.24,61.1,8.105,77.01
2014-07-18,592.42,73.23,44.38,98.99,,77.94,62.22,8.28,77.42
2014-07-21,589.93,73.39,44.02,97.55,,77.61,61.62,8.26,74.13
2014-07-22,659.77,76.11,44.22,96.27,,78.74,61.59,8.3,74.84
2014-07-23,661.27,75.43,44.49,95.35,,79.14,61.07,8.23,74.71
2014-07-24,660.2,74.61,45.29,95.35,,80.45,65.11,8.275,73.84
2014-07-25,673.58,74.23,44.66,95.72,,78.74,63.47,8.27,74.04
2014-07-28,678.01,74.04,44.92,95.78,,78.36,63.43,8.25,74.16
2014-07-29,674.36,73.87,46.88,95.82,,78.65,63.54,8.25,73.81
2014-07-30,681.83,73.55,46.31,95.95,,78.9,63.81,8.28,73.0
2014-07-31,672.5,72.0,46.75,94.56,,77.68,62.17,8.15,69.4
2014-08-01,675.14,70.17,46.66,94.3,,76.98,61.32,8.09,70.46
2014-08-04,682.98,71.3,47.86,94.31,,77.53,61.81,8.12,70.18
2014-08-05,674.71,71.3,47.29,93.43,,76.79,61.82,8.03,69.59
2014-08-06,673.0,71.33,46.92,93.47,,77.13,61.34,7.98,70.0
2014-08-07,671.84,71.34,46.79,93.31,,76.71,60.91,8.16,69.72
2014-08-08,669.7,72.06,47.21,93.55,,77.62,61.75,8.14,69.97
2014-08-11,680.54,72.75,46.85,93.53,,77.87,62.12,8.25,70.04
2014-08-12,676.23,73.7,46.36,93.56,,77.82,62.13,8.155,70.03
2014-08-13,683.68,74.49,46.79,93.96,,77.24,61.705,8.175,70.48
2014-08-14,679.29,74.75,47.09,93.66,,76.62,62.03,8.16,71.05
2014-08-15,678.18,74.55,46.37,93.79,,76.91,61.3,8.085,71.48
2014-08-18,684.83,75.04,47.21,94.25,,77.59,61.86,8.18,72.14
2014-08-19,681.08,75.15,47.53,94.45,,78.12,62.32,8.22,72.49
2014-08-20,678.41,74.66,47.43,94.19,,78.03,63.25,8.15,72.95
2014-08-21,681.07,74.75,47.45,94.53,,77.47,63.53,8.17,72.28
2014-08-22,676.95,74.03,47.57,94.45,,77.28,64.56,8.255,72.41
2014-08-25,676.24,75.03,47.55,94.44,,77.97,65.27,8.31,72.77
2014-08-26,683.89,75.25,47.61,94.11,,77.79,66.78,8.24,73.01
2014-08-27,677.03,75.16,47.45,94.65,,77.92,66.51,8.11,72.32
2014-08-28,677.84,75.26,47.15,94.14,,77.81,67.15,8.135,72.31
2014-08-29,678.65,75.45,47.32,93.72,,77.81,66.95,8.15,72.43
2014-09-02,682.9,76.0,47.75,92.8,,77.48,67.16,8.075,71.42
2014-09-03,680.1,75.61,47.6,93.14,,76.79,66.73,7.93,71.48
2014-09-04,680.54,75.38,47.83,93.01,,77.16,65.83,7.89,71.68
2014-09-05,677.95,76.43,48.07,93.07,,77.95,65.82,7.96,72.36
2014-09-08,678.37,76.06,48.03,92.5,,77.67,64.55,8.02,72.34
2014-09-09,669.95,75.54,47.78,91.09,,77.12,63.53,8.11,72.07
2014-09-10,671.36,76.22,47.77,93.0,,77.21,61.62,8.02,72.59
2014-09-11,672.73,76.24,48.29,92.96,,76.12,61.82,7.935,72.59
2014-09-12,664.81,76.03,47.58,93.34,,75.47,61.05,7.88,71.58
2014-09-15,655.85,76.21,49.94,93.47,,74.92,60.19,7.98,71.74
2014-09-16,654.2,76.58,49.54,93.75,,75.09,60.73,8.08,71.99
2014-09-17,653.24,76.57,49.79,93.53,,75.34,60.87,8.18,72.42
2014-09-18,664.32,76.74,50.35,93.48,,75.73,61.45,8.36,72.64
2014-09-19,664.09,77.0,51.19,94.36,,76.07,61.02,8.43,72.98
2014-09-22,656.1,75.86,50.47,93.93,,74.6,60.3,8.28,72.35
2014-09-23,654.58,75.83,50.35,93.51,,73.955,60.01,8.175,71.75
2014-09-24,664.71,76.36,51.73,95.0,,75.32,61.62,8.175,72.43
2014-09-25,653.39,76.3,51.28,94.16,,74.12,60.65,8.085,71.54
2014-09-26,660.77,77.27,51.9,94.7,,75.17,61.86,8.24,72.34
2014-09-29,662.94,77.63,52.0,96.22,,75.27,61.43,8.26,72.66
2014-09-30,666.59,76.96,51.46,94.81,,75.46,61.51,8.26,71.98
2014-10-01,662.23,77.1,50.95,94.19,,74.61,60.35,8.11,71.51
2014-10-02,662.57,77.58,51.48,94.12,,74.45,60.96,8.1,71.52
2014-10-03,674.5,77.7,51.59,94.86,,75.89,61.98,8.18,71.63
2014-10-06,671.13,77.85,51.05,93.84,,75.145,61.41,8.13,71.38
2014-10-07,662.82,76.81,50.07,92.81,,74.05,59.345,7.96,69.73
2014-10-08,672.1,77.92,49.99,93.83,,75.26,59.23,8.02,70.74
2014-10-09,660.61,76.7,49.27,92.72,,74.48,58.31,7.8,69.0
2014-10-10,655.58,76.41,48.37,92.3,,74.46,57.15,7.76,69.31
2014-10-13,639.53,75.72,47.08,90.73,,72.19,57.17,7.61,67.62
2014-10-14,651.17,84.3,48.13,91.1,,72.74,57.7,7.875,67.82
2014-10-15,647.38,83.65,48.24,90.44,,72.38,57.57,8.085,67.23
2014-10-16,645.98,83.93,48.36,89.91,,72.64,58.53,8.28,67.62
2014-10-17,641.72,84.84,48.68,91.04,,73.54,58.83,8.31,68.37
2014-10-20,653.03,86.0,49.11,91.59,,74.7,60.42,8.37,69.13
2014-10-21,607.55,85.99,49.42,91.01,,74.36,61.46,8.375,69.8
2014-10-22,608.99,86.45,49.52,90.94,,74.6,61.3,8.42,69.13
2014-10-23,610.0,87.3,50.3,91.02,,74.84,71.0,8.37,69.25
2014-10-24,615.78,87.68,51.05,91.67,,75.81,71.67,8.41,69.88
2014-10-27,630.11,88.26,51.42,92.01,,75.97,71.86,8.01,69.64
2014-10-28,645.85,89.0,52.03,92.6,,77.05,73.615,8.07,70.21
2014-10-29,639.86,88.98,50.94,92.73,,76.54,72.44,8.01,69.61
2014-10-30,639.68,88.88,51.18,93.38,,77.32,72.3,8.01,69.98
2014-10-31,638.0,88.79,51.78,93.73,,75.56,73.22,8.02,71.83
2014-11-03,638.53,89.55,51.98,93.61,,76.1,73.42,8.05,71.56
2014-11-04,647.68,90.25,52.73,94.47,,76.71,72.48,8.145,72.06
2014-11-05,642.59,90.5,52.69,94.64,,76.66,73.36,8.06,72.44
2014-11-06,647.12,90.85,53.1,94.66,,77.45,74.4,8.25,73.1
2014-11-07,649.03,90.8,53.5,95.1,,77.79,74.56,8.3,72.86
2014-11-10,648.86,92.08,54.31,95.11,,77.65,73.64,8.55,73.27
2014-11-11,656.65,91.57,55.72,95.14,,77.73,73.35,8.5,73.52
2014-11-12,664.25,91.65,56.36,95.33,,77.85,73.89,8.545,74.56
2014-11-13,670.75,91.87,56.3,95.48,,77.89,73.95,8.48,75.39
2014-11-14,669.8,91.46,55.9,96.21,,78.12,74.86,8.52,74.78
2014-11-17,658.32,91.02,55.43,95.97,,77.83,74.57,8.51,73.99
2014-11-18,658.09,91.52,55.57,96.41,,77.57,74.37,8.58,74.19
2014-11-19,658.56,91.41,55.61,96.56,,77.82,75.32,8.48,73.97
2014-11-20,662.83,92.47,55.79,96.64,,78.2,75.31,8.57,75.51
2014-11-21,657.88,92.7,55.85,96.68,,79.76,75.68,8.55,75.86
2014-11-24,659.54,93.37,56.36,97.17,,80.52,76.78,8.69,76.39
2014-11-25,654.9,93.16,54.99,97.0,,80.21,76.1,8.655,76.29
2014-11-26,660.21,93.23,55.86,96.22,,79.7,75.69,8.6,76.75
2014-11-28,663.62,93.85,56.99,96.81,,81.21,76.93,8.72,77.25
2014-12-01,660.88,94.2,57.52,95.78,,80.85,76.42,8.72,77.38
2014-12-02,660.04,95.09,57.53,95.11,,80.37,76.55,8.78,78.36
2014-12-03,651.27,95.7,58.11,95.5,,80.47,78.64,8.7,77.64
2014-12-04,663.97,95.93,57.85,95.66,,81.31,78.18,8.68,77.73
2014-12-05,660.57,94.89,58.52,96.31,,83.57,78.57,8.78,78.3
2014-12-08,657.03,95.4,58.57,92.61,,83.8,78.53,8.82,76.46
2014-12-09,657.09,94.92,57.9,91.36,,83.03,78.27,8.795,75.22
2014-12-10,650.04,93.32,57.5,90.0,,82.66,77.13,8.66,70.53
2014-12-11,654.39,94.12,57.83,90.97,,83.12,77.61,8.68,72.02
2014-12-12,657.67,95.07,57.38,90.62,,83.25,77.72,8.71,72.85
2014-12-15,648.83,94.0,57.2,88.46,35.29,80.89,77.62,8.62,70.63
2014-12-16,633.52,92.92,55.91,88.72,35.46,79.13,76.32,8.51,69.02
2014-12-17,649.15,93.43,57.08,91.65,36.17,80.435,76.9,8.63,70.6
2014-12-18,655.6,94.45,57.72,93.67,38.17,80.03,77.5,8.81,71.74
2014-12-19,651.42,95.69,57.37,93.22,41.9,79.44,76.38,8.64,71.17
2014-12-22,667.66,95.9,58.63,93.89,39.68,80.54,77.26,8.75,72.46
2014-12-23,669.21,95.62,58.51,94.22,39.26,81.43,78.46,8.85,72.68
2014-12-24,672.79,95.39,58.42,93.83,39.29,81.27,77.8,8.995,72.79
2014-12-26,678.06,95.45,58.4,94.78,39.02,81.83,77.92,8.92,73.14
2014-12-29,692.69,95.44,58.85,95.04,38.88,82.38,78.69,9.07,73.56
2014-12-30,684.91,94.92,58.79,94.25,38.87,81.79,77.5,9.15,73.28
2014-12-31,684.51,94.17,58.63,93.7,39.04,82.05,78.82,9.03,72.85
2015-01-02,678.4,94.29,58.42,93.26,38.32,81.44,78.07,9.06,72.35
2015-01-05,667.69,95.47,57.99,92.23,37.8,79.88,76.47,8.97,70.88
2015-01-06,664.38,94.29,58.19,92.4,37.87,79.23,75.3,8.96,70.01
2015-01-07,694.26,97.5,60.19,94.01,39.33,81.18,77.74,9.46,72.33
2015-01-08,719.99,100.78,61.14,94.36,40.35,82.49,80.915,9.68,73.59
2015-01-09,714.27,100.5,59.89,93.21,39.96,79.79,79.92,9.93,73.46
2015-01-12,711.7,102.12,59.84,93.01,39.69,80.23,79.26,9.93,72.91
2015-01-13,714.06,101.7,59.25,92.83,40.26,80.87,78.57,9.97,72.61
2015-01-14,709.74,98.91,59.28,91.54,40.39,80.42,77.36,10.04,72.31
2015-01-15,700.78,96.83,58.78,91.38,39.35,79.58,75.2,9.93,71.45
2015-01-16,711.11,98.49,59.1,91.49,38.95,80.61,76.52,10.04,72.43
2015-01-20,705.78,97.51,59.25,90.8,38.28,81.225,75.69,10.23,71.15
2015-01-21,703.89,97.38,59.64,90.34,38.91,81.29,77.09,10.23,71.5
2015-01-22,713.44,99.01,60.94,90.89,39.2,82.74,79.73,10.46,73.79
2015-01-23,713.69,98.1,61.22,89.56,39.31,88.22,79.715,10.53,74.11
2015-01-26,723.43,98.74,62.17,90.67,38.85,88.12,81.78,10.53,74.24
2015-01-27,721.33,98.93,61.41,89.57,39.24,88.34,80.56,10.56,73.43
2015-01-28,711.99,99.89,60.72,88.78,38.33,87.565,79.86,10.47,72.9
2015-01-29,714.53,101.29,62.22,93.27,39.16,89.05,83.29,10.59,74.27
2015-01-30,709.84,99.05,61.38,92.44,38.68,87.53,81.17,10.54,72.28
2015-02-02,712.55,98.08,60.02,92.51,38.45,87.99,81.365,10.41,72.73
2015-02-03,726.63,99.37,60.76,93.92,38.68,88.49,83.11,11.305,73.61
2015-02-04,676.0,99.72,60.66,94.05,38.1,88.7,83.36,10.91,73.65
2015-02-05,670.91,99.74,60.98,94.34,38.41,89.64,83.5,11.02,75.2
2015-02-06,659.92,99.86,60.65,93.99,38.88,89.0,82.93,11.03,73.93
2015-02-09,648.01,98.63,60.17,92.72,38.39,88.82,82.43,10.825,73.11
2015-02-10,665.03,100.93,61.05,94.02,39.25,91.18,83.25,10.93,74.08
2015-02-11,669.64,100.45,60.81,94.21,39.02,90.79,82.44,10.9,73.99
2015-02-12,670.29,100.56,61.41,95.09,39.32,91.825,83.27,11.105,74.8
2015-02-13,674.89,100.0,61.72,95.65,38.74,91.58,84.26,10.95,74.69
2015-02-17,670.93,100.67,61.45,94.35,42.12,92.03,84.57,11.04,76.05
2015-02-18,674.57,101.85,62.17,94.58,40.97,93.0,84.88,11.27,76.5
2015-02-19,673.28,101.75,62.32,94.19,40.8,93.17,85.57,11.27,76.67
2015-02-20,674.0,102.5,62.21,94.19,41.59,93.51,88.12,11.26,77.53
2015-02-23,671.17,104.5,62.59,94.31,41.63,93.58,88.38,11.29,77.44
2015-02-24,667.91,103.53,63.53,94.98,42.33,93.45,89.06,11.35,77.86
2015-02-25,675.52,103.93,64.32,98.66,42.69,94.26,89.975,11.39,78.96
2015-02-26,670.29,104.0,64.38,99.51,43.48,94.55,88.88,11.31,79.39
2015-02-27,664.97,101.53,64.0,98.9,44.23,93.485,88.12,11.09,81.11
2015-03-02,670.86,104.44,64.38,100.0,44.67,94.225,89.31,11.25,81.8
2015-03-03,668.43,102.83,63.89,99.74,43.62,94.0,86.58,11.0,81.51
