Date-Time,ADM,CAG,COKE,GIS,HRL,HSY,PEP,PPC,TSN,VMI
2010-03-04,30.0,24.9,57.4,72.38,41.8,82.2,64.11,9.99,17.5,81.56
2010-03-05,30.62,25.29,58.64,72.69,41.84,82.9,64.37,9.9,17.24,81.96
2010-03-08,30.57,25.24,58.91,72.15,41.68,82.4,64.15,9.75,17.62,80.8
2010-03-09,30.51,25.24,58.92,72.07,41.68,83.14,64.36,9.75,17.6,81.96
2010-03-10,30.24,25.22,58.36,72.25,41.63,83.0,64.43,9.97,17.51,82.59
2010-03-11,29.44,25.37,58.16,72.62,41.56,83.36,64.97,9.91,17.74,82.36
2010-03-12,28.66,25.37,58.28,72.37,41.27,85.3,65.1,10.18,17.54,82.89
2010-03-15,28.61,25.5,58.68,72.56,41.32,85.96,66.15,9.99,17.37,82.67
2010-03-16,28.59,25.6,59.13,73.27,41.39,87.04,66.07,10.0,17.66,82.54
2010-03-17,29.1,25.76,58.83,73.17,41.57,86.3,66.57,10.15,17.7,83.36
2010-03-18,29.24,25.86,58.96,73.64,41.56,85.96,66.52,10.44,17.65,83.32
2010-03-19,29.09,25.84,59.09,73.34,41.4,84.88,66.56,10.61,17.72,82.5
2010-03-22,29.33,26.12,59.17,72.98,41.61,85.76,66.31,10.76,18.11,83.35
2010-03-23,29.32,26.28,60.06,73.57,41.83,86.3,66.86,10.93,18.29,84.5
2010-03-24,28.5,26.1,59.8,72.18,41.86,85.38,66.26,11.1,18.44,82.15
2010-03-25,28.26,24.94,59.01,71.15,41.66,85.28,66.55,11.26,18.21,81.91
2010-03-26,28.42,24.64,58.78,70.48,41.95,84.98,66.59,10.61,18.7,82.0
2010-03-29,29.03,25.03,58.65,70.86,42.44,85.74,66.55,10.76,19.09,83.23
2010-03-30,28.93,24.96,59.0,71.17,42.2,86.1,66.77,10.56,19.17,83.0
2010-03-31,28.9,25.07,58.66,70.79,42.01,85.62,66.16,10.64,19.15,82.83
2010-04-01,29.11,25.23,58.45,71.38,42.17,86.12,66.68,10.63,19.5,84.33
2010-04-05,28.46,25.22,58.78,70.84,41.93,86.48,65.98,10.89,19.2,86.35
2010-04-06,28.23,25.02,58.8,70.51,41.79,86.7,66.39,10.99,18.98,83.13
2010-04-07,28.25,25.19,58.27,70.13,41.76,86.66,65.99,10.97,19.24,83.28
2010-04-08,28.06,25.14,57.27,70.16,41.56,86.96,65.97,11.03,19.48,83.41
2010-04-09,28.26,25.23,56.79,70.82,41.76,88.24,66.36,11.21,19.67,85.12
2010-04-12,28.37,25.0,55.76,70.36,41.78,88.54,66.32,11.25,20.0,86.58
2010-04-13,28.18,25.06,56.26,70.68,41.94,87.86,66.39,11.32,20.07,85.74
2010-04-14,28.31,25.25,58.79,70.87,41.96,88.28,66.29,11.7,20.27,86.82
2010-04-15,28.34,25.03,58.54,70.61,42.06,88.52,66.27,11.97,20.4,86.44
2010-04-16,28.25,24.88,56.64,70.2,41.83,87.74,66.14,12.17,19.88,83.0
2010-04-19,28.26,24.85,56.29,70.31,41.82,88.62,66.12,11.95,19.9,82.49
2010-04-20,28.92,24.93,56.88,70.49,41.74,89.82,65.9,11.96,20.07,84.54
2010-04-21,28.77,25.05,56.31,70.63,41.54,89.68,65.98,11.98,20.21,84.9
2010-04-22,28.46,24.99,54.77,70.4,40.19,96.16,64.76,11.96,20.32,86.66
2010-04-23,28.5,24.91,54.53,70.63,40.02,97.44,64.71,12.86,20.15,87.73
2010-04-26,28.44,24.82,55.19,70.61,39.05,95.68,65.02,12.68,20.4,85.47
2010-04-27,27.88,24.44,54.95,69.47,39.21,94.16,64.23,12.37,19.57,82.81
2010-04-28,28.01,24.51,54.76,70.3,39.65,93.76,64.75,11.93,19.69,83.27
2010-04-29,28.12,24.67,55.89,71.19,40.61,94.44,65.2,12.04,19.88,85.73
2010-04-30,27.94,24.47,55.08,71.16,40.76,94.02,65.22,11.66,19.59,83.29
2010-05-03,27.72,24.74,55.38,71.47,40.92,95.12,65.69,11.34,19.9,84.8
2010-05-04,26.22,24.47,55.25,71.58,40.31,94.04,65.43,11.08,19.52,81.8
2010-05-05,26.45,24.5,55.22,72.55,40.78,94.04,65.2,11.16,19.43,80.12
2010-05-06,25.7,23.81,55.5,70.91,40.23,92.66,64.7,8.66,18.58,77.18
2010-05-07,25.94,23.58,54.53,69.67,40.22,92.84,64.57,8.87,18.62,75.08
2010-05-10,26.61,24.36,56.53,71.93,41.2,95.84,66.41,9.35,18.24,79.18
2010-05-11,27.02,24.36,55.94,72.32,41.04,95.76,66.55,8.97,18.02,79.8
2010-05-12,27.5,24.74,56.32,73.51,41.27,95.92,66.94,9.28,18.13,80.6
2010-05-13,27.15,24.73,55.41,73.43,41.23,95.12,66.48,9.38,18.13,80.43
2010-05-14,26.77,24.37,52.92,72.74,40.98,94.44,66.07,9.05,17.7,78.18
2010-05-17,27.17,24.48,51.79,73.91,41.51,96.1,66.75,9.14,17.64,79.52
2010-05-18,26.71,24.48,52.01,73.71,41.78,95.7,66.53,9.27,17.81,79.63
2010-05-19,26.67,24.83,51.65,73.55,40.68,95.58,66.04,9.0,17.8,80.38
2010-05-20,25.38,24.4,50.51,71.52,40.21,93.26,63.86,8.42,16.97,76.53
2010-05-21,25.41,24.76,51.6,71.72,39.95,93.12,63.58,8.0,17.08,77.46
2010-05-24,24.92,24.44,50.63,71.57,39.94,93.34,63.32,7.82,16.98,77.26
2010-05-25,24.7,24.1,49.79,70.87,39.53,92.14,62.89,7.54,17.03,77.79
2010-05-26,24.87,23.86,49.83,70.5,39.66,91.8,61.23,7.76,16.73,79.5
2010-05-27,25.43,24.29,51.49,71.4,39.91,94.58,62.9,8.0,17.78,81.35
2010-05-28,25.27,24.18,49.76,71.23,39.8,93.6,62.89,7.98,17.58,79.22
2010-06-01,25.0,24.02,48.13,72.0,40.06,96.0,62.76,7.75,17.02,76.17
2010-06-02,25.56,24.56,49.41,74.3,40.76,97.4,63.46,7.78,17.51,79.08
2010-06-03,25.53,24.75,50.03,74.74,41.21,98.82,63.37,8.01,18.1,79.65
2010-06-04,24.825,24.21,48.65,73.3,40.5,96.58,61.44,7.5,17.5,75.88
2010-06-07,24.51,24.0,47.69,74.55,40.37,97.28,61.73,7.07,17.52,75.3
2010-06-08,24.89,24.44,47.4,75.14,40.85,100.94,62.65,6.64,17.58,76.14
2010-06-09,24.93,24.48,47.53,37.5,40.86,102.3,62.49,7.11,17.65,75.67
2010-06-10,25.39,24.96,48.47,37.92,41.6,103.52,63.84,7.13,18.13,78.92
2010-06-11,25.64,24.88,50.32,37.66,41.5,101.54,63.56,7.9,18.57,78.65
2010-06-14,25.65,24.91,50.58,38.09,41.8,101.76,63.85,7.61,18.42,78.7
2010-06-15,26.71,25.09,51.09,38.17,42.18,100.1,64.24,7.59,18.68,81.94
2010-06-16,26.78,25.11,50.42,38.33,41.8,99.78,63.91,7.87,18.4,80.92
2010-06-17,27.51,25.23,50.88,38.93,42.62,100.88,64.49,7.55,18.39,80.78
2010-06-18,27.19,24.97,50.37,38.54,42.15,100.44,64.08,7.73,18.32,80.0
2010-06-21,27.16,24.94,49.74,37.95,41.89,98.64,64.02,7.29,18.12,80.33
2010-06-22,26.65,24.69,49.55,37.71,41.6,98.32,63.3,7.06,17.7,78.0
2010-06-23,26.99,24.69,49.4016,37.84,42.19,98.68,62.73,6.86,17.71,77.78
2010-06-24,26.46,24.21,48.23,37.57,42.01,98.8,62.4,7.23,17.87,76.17
2010-06-25,26.34,23.92,48.55,37.34,41.56,96.76,60.77,7.19,17.3,77.32
2010-06-28,26.65,24.0,48.36,37.4,41.92,98.02,61.96,6.99,17.25,76.63
2010-06-29,26.01,23.61,47.84,36.9,41.25,96.46,61.23,6.63,16.75,73.04
2010-06-30,25.82,23.32,47.92,35.52,40.48,95.86,60.95,6.57,16.39,72.66
2010-07-01,25.76,23.27,46.72,35.45,41.06,95.36,61.52,6.36,16.25,73.57
2010-07-02,25.5,23.16,46.24,35.42,41.14,96.42,61.53,6.37,16.43,74.15
2010-07-06,25.78,23.26,45.92,35.81,41.5,98.8,61.64,6.15,16.53,74.49
2010-07-07,26.34,23.65,47.75,36.44,41.84,99.96,62.93,6.31,16.9,77.21
2010-07-08,26.71,24.04,48.21,36.72,42.02,100.88,64.0,6.61,17.2,78.41
2010-07-09,26.72,23.91,49.07,36.15,42.19,101.44,63.5,7.07,17.54,79.59
2010-07-12,26.68,23.89,48.45,36.22,42.02,101.38,63.74,7.0,17.54,78.2
2010-07-13,26.98,24.01,50.07,36.38,42.71,102.46,63.43,7.01,17.74,79.9
2010-07-14,26.9,24.1,50.96,36.25,42.77,102.76,63.56,7.01,17.84,79.48
2010-07-15,26.87,24.1,50.4,36.07,42.8,103.22,63.16,7.05,17.79,79.21
2010-07-16,26.74,23.66,50.25,35.54,42.09,101.62,62.45,6.67,17.18,72.52
2010-07-19,26.78,23.77,50.32,35.39,42.17,101.1,62.05,6.58,17.54,72.11
2010-07-20,27.38,23.9,51.34,35.36,42.77,99.9,64.73,6.7,17.38,72.37
2010-07-21,27.09,23.66,50.25,35.03,41.97,99.64,63.95,6.59,17.28,72.59
2010-07-22,27.45,23.79,51.51,35.36,42.38,95.5,64.21,6.95,17.85,73.9
2010-07-23,27.63,23.93,52.18,35.52,42.76,94.42,64.45,6.99,17.93,75.2
2010-07-26,27.8,24.06,53.63,35.44,43.95,95.16,64.98,7.11,18.06,75.22
2010-07-27,27.84,24.13,52.26,35.89,43.89,94.06,65.69,7.53,17.87,72.67
2010-07-28,27.66,23.78,51.69,35.44,43.18,92.82,65.2,7.06,17.64,71.63
2010-07-29,27.0,23.33,51.59,34.13,42.72,92.64,64.89,6.96,17.35,70.97
2010-07-30,27.36,23.48,51.6,34.2,42.92,94.0,64.91,6.85,17.51,71.05
2010-08-02,28.32,23.51,51.68,34.35,43.22,93.06,65.27,6.97,17.74,71.69
2010-08-03,28.49,22.86,51.14,33.98,43.05,92.48,65.77,6.8,17.69,70.69
2010-08-04,28.61,22.83,51.39,34.62,43.27,92.34,66.17,6.74,17.57,70.53
2010-08-05,30.25,22.72,50.5,33.85,42.99,92.28,65.58,6.41,16.78,70.89
2010-08-06,30.18,22.21,50.9,33.57,42.86,92.36,65.9,6.47,17.14,71.29
2010-08-09,30.63,22.05,51.49,33.7,43.18,92.54,66.42,6.45,16.3,70.35
2010-08-10,30.64,22.16,50.84,33.98,43.58,92.68,66.53,6.27,16.08,68.04
2010-08-11,29.84,21.6,49.55,33.81,42.76,92.2,65.45,5.98,15.96,67.09
2010-08-12,30.6,21.51,49.56,34.43,42.69,92.08,65.18,5.95,15.99,67.93
2010-08-13,30.05,21.62,49.3,34.86,42.9,92.7,65.56,6.12,16.27,67.12
2010-08-16,30.04,21.6,50.11,35.15,42.93,92.7,65.43,6.35,16.67,67.64
2010-08-17,30.78,21.81,50.4,35.38,43.44,93.7,65.55,6.48,16.17,69.38
2010-08-18,30.71,22.12,50.45,35.41,43.61,95.3,65.52,6.4,16.47,69.8
2010-08-19,30.23,21.74,49.5,35.13,43.37,94.3,64.66,6.51,16.46,69.37
2010-08-20,30.52,21.45,50.13,35.14,43.48,95.48,64.8,6.51,16.62,69.39
2010-08-23,30.33,21.49,48.68,35.41,43.7,95.02,64.82,6.55,16.59,68.59
2010-08-24,29.88,21.36,50.44,35.51,43.36,93.6,64.78,6.22,16.2,67.89
2010-08-25,30.11,21.6,51.41,35.25,42.79,92.82,64.57,6.21,16.19,67.95
2010-08-26,29.97,21.49,50.62,35.21,43.05,92.98,64.13,6.15,16.4,67.5
2010-08-27,30.53,21.74,51.61,36.0,43.12,94.18,64.12,6.42,16.61,68.87
2010-08-30,30.55,21.46,49.6,35.66,42.7,91.56,63.6,6.1,16.4,67.4
2010-08-31,30.81,21.59,49.73,36.16,43.15,92.94,64.18,6.26,16.38,67.03
2010-09-01,31.35,22.01,50.93,36.06,43.6,94.34,64.89,6.64,16.59,69.12
2010-09-02,31.54,21.96,50.83,36.17,43.99,93.98,64.97,6.7,16.04,69.92
2010-09-03,32.0,21.99,50.9,36.06,44.33,94.28,65.57,6.7,16.21,71.02
2010-09-07,31.39,21.89,50.08,35.95,43.82,92.86,65.48,6.4,16.37,69.35
2010-09-08,31.95,21.92,50.79,36.34,44.06,92.86,65.43,6.25,16.75,69.66
2010-09-09,31.85,21.83,51.02,36.65,44.14,92.66,66.1,6.34,17.02,69.47
2010-09-10,32.72,21.95,51.48,37.19,44.55,91.88,66.41,6.31,16.84,69.92
2010-09-13,32.68,21.85,51.87,36.64,44.44,91.5,66.25,6.36,17.16,70.51
2010-09-14,32.16,21.96,51.63,36.47,44.53,90.98,65.98,6.21,16.95,70.12
2010-09-15,32.54,22.31,51.52,36.62,44.54,91.38,66.5,6.31,17.1,70.49
2010-09-16,33.21,22.06,50.55,36.74,44.28,94.52,66.61,6.22,17.02,70.49
2010-09-17,32.38,22.09,50.4,36.17,44.16,94.74,66.12,6.05,15.85,71.34
2010-09-20,32.95,22.37,51.49,36.17,44.39,96.26,66.89,6.29,16.23,71.82
2010-09-21,32.85,21.57,51.23,35.67,44.5,95.92,66.46,6.15,15.72,71.89
2010-09-22,33.39,21.42,51.0,36.63,44.45,95.62,66.66,5.97,15.48,70.68
2010-09-23,33.01,21.56,50.68,36.14,44.35,95.12,65.79,5.84,15.73,69.25
2010-09-24,32.27,21.78,51.47,37.24,44.83,96.24,66.13,5.76,15.65,71.05
2010-09-27,32.64,21.78,51.9,36.74,44.6,94.82,66.37,5.7,15.22,71.27
2010-09-28,32.89,21.98,52.79,36.96,44.74,95.28,66.78,5.66,15.27,72.07
2010-09-29,32.57,21.96,53.1,36.87,44.44,95.58,66.75,5.55,15.42,71.61
2010-09-30,31.92,21.94,52.93,36.54,44.6,95.18,66.44,5.62,16.02,72.4
2010-10-01,31.92,22.13,52.94,36.95,44.66,95.58,67.0,5.65,16.26,71.87
2010-10-04,31.61,22.0,52.67,36.99,44.61,95.26,66.87,5.92,15.77,71.02
2010-10-05,32.38,22.32,54.33,37.22,45.26,96.2,67.76,6.21,16.13,72.24
2010-10-06,32.3,22.03,54.29,37.3,45.46,96.34,68.11,6.27,16.04,72.75
2010-10-07,32.73,21.93,53.47,37.18,45.18,95.76,66.1,6.3,16.27,71.92
2010-10-08,32.86,21.87,53.86,36.98,45.32,97.5,65.75,5.83,15.01,75.69
2010-10-11,32.56,21.96,53.58,36.58,44.87,98.52,65.52,5.68,14.84,75.65
2010-10-12,32.71,22.03,53.12,36.86,44.29,99.82,66.08,5.58,14.84,75.72
2010-10-13,33.22,22.58,53.49,37.48,44.79,101.52,66.4,5.6,15.07,77.93
2010-10-14,33.28,22.61,53.35,37.25,45.08,101.72,66.64,5.63,15.31,77.33
2010-10-15,33.27,22.42,53.7,37.28,44.94,103.24,66.68,5.91,15.36,76.15
2010-10-18,33.58,22.6,53.98,37.41,44.87,102.66,66.5,6.02,15.67,76.95
2010-10-19,32.96,22.56,53.6,37.11,44.64,101.96,65.41,5.96,15.37,76.07
2010-10-20,33.43,22.61,54.49,37.17,44.66,102.2,64.97,5.88,15.43,80.29
2010-10-21,33.43,22.88,53.5,37.12,44.75,98.64,65.18,5.87,15.63,81.36
2010-10-22,33.54,22.95,53.46,37.3,45.05,99.82,65.01,5.93,15.63,80.93
2010-10-25,33.71,22.92,53.75,37.5,45.08,99.2,65.05,5.96,15.74,80.2
2010-10-26,33.37,22.68,54.46,37.39,45.1,98.82,64.79,5.94,15.8,79.59
2010-10-27,33.22,22.41,53.49,37.17,44.99,97.82,64.27,5.87,15.72,78.62
2010-10-28,33.45,22.57,53.91,37.44,45.17,98.72,65.01,5.71,15.55,79.72
2010-10-29,33.32,22.49,53.32,37.56,45.92,98.98,65.3,6.1,15.55,78.85
2010-11-01,33.39,22.23,53.44,37.14,45.68,98.26,65.55,6.49,15.52,78.7
2010-11-02,31.19,22.28,55.27,36.9,45.74,97.84,65.8,6.71,15.27,79.41
2010-11-03,31.05,22.26,54.95,36.73,45.81,98.38,65.2,6.62,15.38,79.15
2010-11-04,31.56,22.19,55.34,36.48,45.87,97.72,65.35,6.78,15.41,81.03
2010-11-05,31.35,22.14,55.7,36.53,45.94,96.98,65.08,6.64,15.1,82.08
2010-11-08,31.19,22.26,56.26,36.71,45.75,96.92,65.11,6.58,15.54,81.45
2010-11-09,30.85,22.1,55.42,36.17,45.74,96.32,65.3,6.38,15.03,81.2
2010-11-10,30.78,22.14,56.71,36.1,45.87,95.84,65.25,6.69,15.27,81.47
2010-11-11,30.68,22.16,55.95,36.59,45.82,95.96,64.9,6.53,15.0,80.93
2010-11-12,30.23,22.01,56.04,36.34,45.68,95.1,64.64,6.43,14.99,79.67
2010-11-15,30.19,21.61,57.65,35.86,46.1,94.0,64.42,6.54,15.01,79.74
2010-11-16,29.58,21.14,58.24,35.57,45.6,92.8,64.04,6.49,15.24,77.81
2010-11-17,29.52,21.39,57.85,35.1,45.89,92.48,63.94,6.5,15.36,78.81
2010-11-18,29.79,21.53,58.28,35.31,46.9,93.1,64.77,6.5,15.58,79.93
2010-11-19,29.66,21.48,58.0,35.11,47.64,93.04,64.71,6.57,15.64,80.64
2010-11-22,29.67,21.55,58.62,35.3,47.93,93.24,64.7,6.72,16.6,80.48
2010-11-23,29.09,21.37,58.02,34.99,49.15,93.4,63.89,6.44,16.19,79.51
2010-11-24,29.48,21.44,58.0,35.24,48.98,94.26,64.33,6.58,16.35,81.32
2010-11-26,29.21,21.62,58.05,35.11,49.55,94.44,63.9,6.67,16.18,81.31
2010-11-29,28.88,21.77,58.89,35.45,49.13,93.38,64.01,6.7,16.19,81.27
2010-11-30,28.99,21.48,58.5,35.33,49.08,93.6,64.63,6.64,15.83,80.86
2010-12-01,29.49,21.95,58.47,35.64,49.86,94.46,65.63,6.83,16.5,81.94
2010-12-02,30.12,22.08,58.17,35.66,49.77,94.62,65.2,6.76,16.85,85.39
2010-12-03,30.39,22.08,59.13,35.61,49.68,93.5,65.17,6.74,16.9,86.12
2010-12-06,30.15,21.91,58.52,35.23,49.69,92.86,64.73,6.63,16.92,86.19
2010-12-07,30.17,22.01,58.92,35.04,49.92,91.94,64.68,6.58,17.19,86.49
2010-12-08,29.95,22.25,58.96,35.43,49.87,91.78,64.63,6.52,17.12,85.65
2010-12-09,30.44,22.16,58.45,35.67,50.23,94.16,64.72,7.2,17.36,84.26
2010-12-10,31.07,22.33,58.78,35.7,50.65,94.8,64.9,7.59,17.74,85.6
2010-12-13,30.6925,22.2,58.35,35.98,51.09,94.2,65.53,7.05,17.11,85.32
2010-12-14,30.56,22.2,58.01,36.44,51.3,95.3,65.59,7.24,17.14,86.0
2010-12-15,30.22,22.26,56.89,36.38,51.62,95.38,65.24,6.95,16.95,85.44
2010-12-16,30.35,22.44,58.07,36.59,51.38,96.12,65.75,7.03,17.48,85.87
2010-12-17,30.03,22.49,57.84,36.38,51.55,96.6,65.97,6.94,17.18,85.52
2010-12-20,30.25,22.44,57.68,36.29,51.74,95.12,66.31,7.03,17.28,87.2
2010-12-21,30.15,22.4,57.66,35.43,51.46,95.14,65.4,7.08,17.51,87.25
2010-12-22,30.59,22.49,57.15,35.61,51.59,95.98,65.68,7.18,17.65,87.74
2010-12-23,30.21,22.4,56.86,35.74,51.81,95.94,65.69,7.12,17.47,86.73
2010-12-27,30.09,22.43,57.31,35.68,51.52,95.44,65.42,7.05,17.43,87.56
2010-12-28,29.78,22.4,56.95,35.59,51.67,94.76,65.28,6.96,17.39,88.08
2010-12-29,29.75,22.49,56.57,35.42,51.63,94.76,65.33,7.08,17.48,88.94
2010-12-30,29.9,22.63,56.12,35.5,51.23,94.54,65.12,7.05,17.54,88.73
2010-12-31,30.08,22.58,55.58,35.59,51.26,94.3,65.33,7.09,17.22,88.73
2011-01-03,30.4,22.6,56.95,35.5,51.18,93.62,65.75,7.03,16.42,89.03
2011-01-04,30.38,22.64,56.44,35.69,50.68,92.74,65.41,6.88,16.25,87.87
2011-01-05,30.52,22.69,56.7,36.62,49.85,93.24,66.59,6.85,16.45,88.19
2011-01-06,31.69,22.69,56.06,35.96,49.77,95.86,66.84,6.79,16.56,89.94
2011-01-07,31.95,22.61,56.0,35.62,49.69,96.28,66.39,6.64,16.93,89.18
2011-01-10,32.09,22.67,55.78,35.84,49.86,96.62,66.05,6.59,16.92,90.85
2011-01-11,32.21,22.67,55.83,36.06,50.54,96.72,66.33,6.84,16.87,92.27
2011-01-12,32.56,23.21,56.07,36.66,50.46,97.58,66.73,7.08,16.83,92.65
2011-01-13,33.23,23.2,56.02,36.33,50.4,99.62,66.91,6.94,16.81,92.64
2011-01-14,33.51,23.11,56.04,35.8,50.38,99.1,66.78,7.1,17.01,92.77
2011-01-18,33.72,23.22,56.12,35.85,50.81,99.4,66.57,7.38,17.24,94.12
2011-01-19,33.93,23.14,54.51,35.92,50.6,98.4,65.9,7.35,16.85,92.92
2011-01-20,33.39,23.46,54.73,37.12,50.7,98.38,65.9,7.58,17.3,91.23
2011-01-21,33.45,23.47,54.36,36.48,50.76,98.78,65.87,7.56,17.25,91.53
2011-01-24,33.42,23.5,55.77,36.38,50.78,97.58,66.18,7.5,17.01,93.18
2011-01-25,33.34,23.58,54.72,35.99,50.31,99.2,65.77,7.3,16.77,92.62
2011-01-26,33.42,23.29,55.61,35.67,50.79,97.04,65.86,7.35,17.07,93.71
2011-01-27,33.43,22.87,55.0,35.39,50.46,95.66,65.56,7.24,16.81,93.47
2011-01-28,32.76,22.44,53.41,34.94,49.68,94.08,64.4,6.98,16.55,91.9
2011-01-31,32.67,22.33,54.02,34.78,49.4,93.38,64.31,6.98,16.45,92.94
2011-02-01,34.7,22.54,55.33,34.6,49.68,94.28,65.05,7.0,17.15,94.52
2011-02-02,35.33,22.54,54.97,34.66,49.36,97.22,64.65,7.27,17.09,93.8
2011-02-03,35.45,22.54,53.83,34.96,50.19,100.98,64.18,7.61,17.56,93.91
2011-02-04,36.09,22.78,53.16,35.55,50.6,100.98,63.84,7.98,18.56,96.21
2011-02-07,35.95,22.71,53.97,35.37,50.51,99.6,63.68,8.16,17.99,97.19
2011-02-08,36.09,22.7,54.01,35.75,50.92,100.5,64.17,8.28,18.77,96.46
2011-02-09,36.02,22.9,53.95,35.82,50.98,100.88,64.42,8.05,18.59,94.9
2011-02-10,35.44,22.7,54.81,35.66,50.87,99.42,63.36,7.84,18.44,94.36
2011-02-11,36.22,22.52,55.22,35.91,51.3,100.02,63.87,8.03,18.49,94.16
2011-02-14,36.65,22.72,54.7,36.11,51.64,99.54,63.34,7.76,18.26,96.69
2011-02-15,36.46,22.41,54.74,35.75,25.86,99.42,64.35,7.72,18.24,95.84
2011-02-16,37.12,22.67,54.68,35.9,26.16,99.3,63.96,8.14,18.53,96.29
2011-02-17,37.48,22.8,55.17,36.11,26.52,100.16,64.7,8.4,18.74,97.56
2011-02-18,37.65,22.76,55.13,36.1,26.92,100.66,63.41,8.25,18.63,110.26
2011-02-22,36.98,22.54,55.02,36.76,27.34,102.84,63.15,7.83,18.69,105.77
2011-02-23,35.87,22.73,55.04,37.2,26.75,100.96,62.93,7.72,18.48,103.4
2011-02-24,36.43,22.77,55.29,36.64,26.82,104.56,63.03,7.68,18.29,102.69
2011-02-25,36.88,23.0,55.68,37.14,27.15,103.9,63.6,7.81,18.87,102.75
2011-02-28,37.18,23.16,57.7,37.14,27.4,104.64,63.42,7.71,18.63,102.08
2011-03-01,36.62,22.91,57.31,36.79,27.07,104.4,63.21,7.56,18.47,99.12
2011-03-02,36.77,22.93,57.56,36.84,27.21,105.32,62.94,7.49,18.49,98.89
2011-03-03,37.29,23.17,58.36,36.85,27.61,106.06,63.75,7.59,18.74,100.32
2011-03-04,36.95,23.16,59.09,36.76,27.42,105.88,63.4,7.45,18.42,99.6
2011-03-07,36.74,23.05,58.66,36.79,27.13,106.78,63.47,7.06,18.4,98.26
2011-03-08,36.99,23.28,59.46,37.28,27.55,107.38,63.79,6.91,18.8,98.88
2011-03-09,36.6,23.38,59.39,37.45,27.77,107.82,64.65,7.16,19.61,98.24
2011-03-10,35.45,23.35,59.26,37.04,27.57,107.26,64.43,7.41,19.36,96.08
2011-03-11,36.09,23.37,59.05,37.31,27.74,107.46,64.65,7.37,19.49,96.82
2011-03-14,35.8,23.26,59.25,36.92,27.55,106.22,64.14,7.14,18.89,96.41
2011-03-15,35.5,23.03,59.1,36.55,27.22,107.08,63.01,7.05,18.9,95.6
2011-03-16,34.44,22.83,59.3,36.05,26.92,105.8,62.31,6.96,18.46,94.35
2011-03-17,34.75,22.48,60.02,36.13,27.05,106.04,63.08,7.0,18.49,95.43
2011-03-18,34.96,22.77,61.04,36.65,27.65,107.74,63.24,7.3,19.06,95.64
2011-03-21,35.88,23.06,62.65,37.12,27.93,109.12,64.1,7.15,19.1,98.12
2011-03-22,36.04,22.99,63.91,36.91,27.56,108.44,63.94,7.18,19.04,96.79
2011-03-23,36.11,22.93,65.26,36.24,27.42,108.12,64.2,7.23,19.0,97.01
2011-03-24,36.07,23.4,65.75,36.55,27.56,108.72,64.2,7.55,19.61,97.62
2011-03-25,35.3,23.83,65.52,36.5,28.05,108.72,63.98,7.65,19.82,99.25
2011-03-28,35.35,23.74,65.16,36.57,27.85,108.42,64.34,7.5,19.77,98.99
2011-03-29,35.72,23.71,65.47,36.6,28.1,109.58,64.16,7.6,19.6,99.54
2011-03-30,35.94,23.85,65.76,36.75,27.95,109.38,65.05,7.61,19.71,102.58
2011-03-31,36.01,23.75,66.84,36.55,27.84,108.7,64.41,7.71,19.19,104.37
2011-04-01,36.48,23.84,66.79,36.39,28.23,108.6,65.22,7.59,19.32,106.89
2011-04-04,36.72,23.79,68.61,36.54,28.07,109.4,65.09,7.18,19.02,107.63
2011-04-05,37.02,23.82,71.93,36.32,28.01,110.64,65.58,7.17,18.9,109.2
2011-04-06,36.56,23.89,73.65,36.47,27.95,111.34,65.75,7.24,19.3,106.85
2011-04-07,36.47,23.78,74.15,35.99,27.84,111.26,65.92,7.16,19.31,104.79
2011-04-08,35.27,23.65,75.7,36.21,27.73,111.42,65.73,7.05,19.31,104.33
2011-04-11,35.57,23.83,75.23,36.5,27.6,112.2,66.04,6.96,19.18,103.63
2011-04-12,35.54,23.62,75.53,36.59,27.62,112.6,66.57,6.98,19.5,102.58
2011-04-13,35.14,23.6,72.17,36.59,28.4,113.04,66.45,7.15,19.44,102.67
2011-04-14,35.04,24.16,71.5,37.05,28.38,113.5,66.7,7.1,19.4,104.89
2011-04-15,34.83,24.69,72.2,37.35,28.58,114.6,67.11,7.19,19.63,102.83
2011-04-18,34.45,24.37,71.39,37.18,28.29,113.08,67.15,7.24,19.48,98.99
2011-04-19,34.96,24.47,72.31,37.55,28.31,113.02,66.81,7.0,19.24,101.86
2011-04-20,35.81,24.36,71.62,38.01,28.46,113.16,67.33,6.98,19.38,101.67
2011-04-21,36.05,24.12,70.73,37.91,28.45,113.5,67.41,6.98,19.49,104.42
2011-04-25,35.69,24.05,71.62,38.21,28.33,113.26,67.03,6.94,19.24,103.84
2011-04-26,36.35,24.26,71.36,38.49,28.76,114.54,67.71,6.9,19.54,105.27
2011-04-27,36.31,24.34,70.76,38.53,29.01,115.3,67.93,6.88,19.7,104.58
2011-04-28,36.34,24.34,70.53,38.5,29.25,115.08,69.72,6.5,19.77,105.07
2011-04-29,37.02,24.45,70.45,38.58,29.41,115.42,68.89,5.88,19.9,105.3
2011-05-02,37.0,24.68,69.68,38.93,29.39,115.18,69.31,5.7,19.92,105.23
2011-05-03,34.51,24.75,68.53,39.28,29.39,114.38,69.59,5.57,19.78,102.97
2011-05-04,34.72,25.51,67.48,38.81,29.14,113.42,69.83,5.48,19.37,101.91
